symbol,side,entry_price,size,margin,stop_loss_price,take_profit_price
OMUSDT,SHORT,0.1085,92.16589861751152,1.0,0.10863020000000001,0.108066
ASRUSDT,SHORT,1.418,7.052186177715092,1.0,1.4197016,1.412328
ALEOUSDT,LONG,0.2482,40.290088638195,1.0,0.24790216,0.2491928
HUSDT,LONG,0.276325,36.18926988148014,1.0,0.27599341,0.27743029999999996
GASUSDT,SHORT,2.568,3.894080996884735,1.0,2.5710816000000003,2.557728
SEIUSDT,SHORT,0.1946,51.38746145940391,1.0,0.19483352,0.19382159999999998
STOUSDT,SHORT,0.16255,61.51953245155337,1.0,0.16274506000000002,0.1618998
ORDERUSDT,SHORT,0.2221,45.024763619991,1.0,0.22236652,0.22121159999999998
